Player Name,Salary,Position,Age,Team,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Total Minutes,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,No.,Pos,Ht,Wt,Birth Date,Birth,Exp,College,tv_market_size,metro_population,star_player
Buddy Boeheim,508891,SF,23,DET,10,0,9.0,0.5,2.7,0.185,0.4,2.5,0.16,0.1,0.2,0.5,0.259,0.2,0.2,1.0,0.2,0.4,0.6,0.4,0.2,0.0,0.0,0.6,1.6,90,0.5,0.287,0.926,0.074,2.4,5.1,3.7,5.8,1.1,0.0,0.0,13.2,-0.2,0.0,-0.2,-0.091,-7.5,-2.0,-9.5,-0.2,27,SF,6-6,205.0,"November 11, 1999",us US,R,Syracuse,1.863,4319629,0
Christian Braun,2808600,SG,21,DEN,76,6,15.5,1.9,3.8,0.495,0.4,1.3,0.354,1.4,2.5,0.565,0.554,0.5,0.8,0.625,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7,1181,10.3,0.568,0.332,0.221,4.8,12.6,8.8,6.4,1.7,1.3,9.9,13.0,0.7,1.2,1.9,0.079,-2.5,0.1,-2.4,-0.1,0,SG,6-6,218.0,"April 17, 2001",us US,R,Kansas,1.798,2932415,0
Nathan Knight,1836090,C,25,MIN,38,0,7.7,1.2,2.1,0.568,0.2,0.6,0.364,1.0,1.6,0.644,0.617,1.0,1.5,0.684,0.6,0.9,1.5,0.3,0.3,0.2,0.6,1.1,3.7,291,14.5,0.655,0.272,0.704,8.6,12.8,10.8,6.1,1.6,1.8,16.5,18.7,0.4,0.3,0.7,0.116,-2.4,-0.8,-3.2,-0.1,13,C,6-8,253.0,"September 20, 1997",us US,2,William & Mary,1.887,3654908,0
Trevor Keels,520589,SG,19,NYK,3,0,2.7,0.3,1.3,0.25,0.3,1.3,0.25,0.0,0.0,,0.375,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.0,8,3.7,0.375,1.0,0.0,0.0,27.6,13.7,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,-0.062,-7.4,-5.6,-13.0,0.0,"0, 3",SG,6-5,221.0,"August 26, 2003",us US,R,Duke,7.453,19216182,0
Lamar Stevens,1782621,SF,25,CLE,62,25,18.1,2.1,4.6,0.448,0.5,1.5,0.316,1.6,3.1,0.513,0.5,0.6,0.9,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3,1120,9.5,0.524,0.33,0.198,5.0,16.7,10.9,4.0,1.2,1.6,7.9,13.6,0.3,1.6,1.9,0.08,-3.0,0.2,-2.8,-0.2,8,SF,6-6,230.0,"July 9, 1997",us US,2,Penn State,1.512,2048449,0
Kai Jones,2909040,C,22,CHO,46,0,12.0,1.5,2.6,0.558,0.1,0.4,0.211,1.4,2.2,0.624,0.575,0.4,0.6,0.731,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4,3.4,550,10.8,0.597,0.158,0.217,7.0,17.0,11.9,3.7,1.5,4.7,19.1,12.4,0.0,0.7,0.7,0.062,-4.8,0.8,-4.0,-0.3,23,C,6-11,218.0,"January 19, 2001",bs BS,1,Texas,1.291,2636883,0
Zeke Nnaji,2617800,PF,22,DEN,53,5,13.7,2.1,3.7,0.561,0.3,1.2,0.262,1.8,2.5,0.71,0.605,0.8,1.2,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,2.0,5.2,728,12.5,0.62,0.332,0.316,10.5,11.2,10.9,3.3,1.1,2.8,12.2,15.2,0.9,0.7,1.6,0.106,-2.7,-0.9,-3.7,-0.3,22,PF,6-9,240.0,"January 9, 2001",us US,2,Arizona,1.798,2932415,0
Kevon Harris,508891,SG,25,ORL,34,0,13.4,1.4,3.1,0.439,0.5,1.3,0.372,0.9,1.9,0.484,0.514,0.9,1.2,0.756,0.8,1.2,2.1,0.5,0.5,0.1,0.6,1.6,4.1,457,9.2,0.564,0.402,0.383,6.9,10.4,8.7,4.7,1.8,1.1,14.4,13.7,0.2,0.4,0.6,0.065,-3.5,-0.1,-3.6,-0.2,7,SG,6-5,216.0,"June 24, 1997",us US,R,Stephen F. Austin,1.731,2608147,0
Anthony Lamb,694878,SF,25,GSW,62,4,19.3,2.4,5.1,0.471,1.2,3.2,0.367,1.2,1.9,0.652,0.588,0.7,1.0,0.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,2.2,6.7,1195,10.9,0.61,0.634,0.191,5.3,14.4,9.9,10.5,1.1,1.5,13.7,13.8,1.2,1.2,2.4,0.096,-1.6,0.4,-1.1,0.3,40,SF,6-6,227.0,"January 20, 1998",us US,2,University of Vermont,2.653,4731803,0
Royce O'Neale,9200000,SF,29,BRK,76,53,31.7,3.0,7.8,0.386,2.1,5.5,0.389,0.9,2.3,0.379,0.524,0.7,0.9,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1,8.8,2409,9.2,0.538,0.707,0.116,2.6,15.0,9.0,15.3,1.3,1.7,15.5,13.6,0.4,2.5,2.9,0.057,-1.7,0.6,-1.1,0.5,0,SF,6-4,226.0,"June 5, 1993",us US,5,"Denver, Baylor",7.453,19216182,0
Lindell Wigginton,99438,PG,24,MIL,7,1,12.4,2.6,5.3,0.486,0.9,2.6,0.333,1.7,2.7,0.632,0.568,1.1,1.3,0.889,0.0,1.0,1.0,2.0,0.0,0.3,1.7,1.0,7.1,87,11.8,0.61,0.486,0.243,0.0,8.1,4.2,23.8,0.0,1.9,22.7,25.6,0.0,0.1,0.1,0.028,-3.1,-3.6,-6.7,-0.1,28,PG,6-2,189.0,"March 28, 1998",ca CA,1,Iowa State,0.922,1575179,0
Rodney McGruder,2298385,SG,31,DET,32,12,16.4,1.9,4.8,0.408,1.3,3.0,0.423,0.7,1.7,0.382,0.543,0.6,0.7,0.818,0.6,1.7,2.3,0.9,0.5,0.0,0.3,1.2,5.7,524,10.7,0.566,0.638,0.145,4.1,11.8,7.8,7.6,1.5,0.2,6.4,14.0,0.5,0.2,0.7,0.068,-0.8,-0.7,-1.5,0.1,17,SG,6-4,205.0,"July 29, 1991",us US,6,Kansas State,1.863,4319629,0
Richaun Holmes,11215260,C,29,SAC,42,1,8.3,1.3,2.1,0.618,0.1,0.2,0.625,1.2,1.9,0.617,0.646,0.4,0.5,0.789,0.7,1.2,1.9,0.2,0.1,0.3,0.3,1.2,3.1,348,12.9,0.668,0.09,0.213,9.6,16.6,13.1,3.5,0.4,2.8,12.6,13.7,0.6,0.3,0.8,0.113,-2.0,-0.9,-2.9,-0.1,22,C,6-10,235.0,"October 15, 1993",us US,7,Bowling Green,1.459,2363730,0
Shake Milton,1997718,SG,26,PHI,76,11,20.6,3.2,6.6,0.479,0.7,1.9,0.378,2.4,4.7,0.521,0.535,1.3,1.5,0.853,0.5,2.0,2.5,3.2,0.3,0.2,1.2,1.6,8.4,1567,12.7,0.575,0.294,0.231,3.0,11.3,7.2,22.3,0.8,0.8,14.5,18.5,1.6,1.2,2.9,0.087,-1.0,-0.9,-2.0,0.0,18,SG,6-5,205.0,"September 26, 1996",us US,4,SMU,2.997,6102434,0
JT Thor,1563518,PF,20,CHO,69,8,14.0,1.4,3.4,0.399,0.6,1.8,0.317,0.8,1.7,0.487,0.481,0.5,0.7,0.702,0.5,1.7,2.2,0.5,0.3,0.3,0.6,1.0,3.8,969,7.0,0.506,0.517,0.197,3.9,13.0,8.4,4.9,1.1,2.1,14.5,13.1,-0.6,0.8,0.2,0.009,-4.3,-0.4,-4.7,-0.7,21,PF,6-10,205.0,"August 26, 2002",us US,1,Auburn,1.291,2636883,0
Drew Eubanks,1968175,C,25,POR,78,28,20.3,2.7,4.3,0.641,0.1,0.2,0.389,2.7,4.1,0.655,0.651,1.1,1.6,0.664,1.7,3.7,5.4,1.3,0.5,1.3,0.9,2.2,6.6,1584,16.2,0.666,0.054,0.374,9.5,20.9,15.2,9.2,1.2,5.7,14.7,12.5,2.9,1.6,4.4,0.134,-0.9,0.9,0.1,0.8,24,C,6-9,245.0,"February 1, 1997",us US,4,Oregon State,1.315,2492412,0
Bennedict Mathurin,6586800,SG,20,IND,78,17,28.5,5.3,12.2,0.434,1.3,4.0,0.323,4.0,8.2,0.488,0.487,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,2222,13.1,0.566,0.326,0.477,4.4,11.5,7.9,7.6,1.0,0.5,11.7,24.6,1.0,0.8,1.8,0.038,-1.2,-2.5,-3.7,-1.0,0,SG,6-6,210.0,"June 19, 2002",ca CA,R,Arizona,1.183,2074537,0
OG Anunoby,17357143,SF,25,TOR,67,67,35.6,6.3,13.2,0.476,2.1,5.5,0.387,4.2,7.7,0.539,0.556,2.1,2.5,0.838,1.4,3.5,5.0,2.0,1.9,0.7,2.0,3.0,16.8,2386,14.6,0.586,0.415,0.189,4.2,12.1,7.9,8.0,2.7,2.0,12.1,19.5,1.8,2.9,4.7,0.094,-0.3,0.7,0.4,1.5,3,SF,6-7,232.0,"July 17, 1997",gb GB,5,Indiana,2.246,5928040,0
Isaiah Hartenstein,8854879,C,24,NYK,82,8,19.8,2.1,4.0,0.535,0.1,0.5,0.216,2.0,3.5,0.576,0.547,0.6,0.9,0.676,2.5,4.0,6.5,1.2,0.6,0.8,0.8,2.6,5.0,1626,14.2,0.567,0.113,0.217,14.1,22.2,18.1,8.3,1.6,3.7,15.6,11.2,2.2,2.4,4.6,0.136,-1.5,1.2,-0.3,0.7,55,C,7-0,255.0,"May 5, 1998",us US,4,,7.453,19216182,0
Stanley Umude,58493,SG,23,DET,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2,65.6,0.532,1.0,2.0,0.0,0.0,0.0,0.0,24.2,44.1,0.0,40.0,0.0,0.0,0.0,0.626,15.9,32.7,48.6,0.0,14,SG,6-6,210.0,"April 12, 1999",us US,R,"South Dakota, Arkansas",1.863,4319629,0
Leandro Bolmaro,1709300,SF,22,UTA,14,0,4.9,0.2,1.4,0.15,0.0,0.3,0.0,0.2,1.1,0.188,0.15,0.0,0.0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4,68,-5.0,0.15,0.2,0.0,6.5,4.7,5.6,12.3,2.1,1.2,25.9,16.6,-0.4,0.0,-0.3,-0.231,-12.4,-2.3,-14.7,-0.2,10,SF,6-6,200.0,"September 11, 2000",ar AR,1,,1.1,1232696,0
Jay Huff,116986,C,24,WAS,7,0,13.6,2.1,3.6,0.6,0.9,1.7,0.5,1.3,1.9,0.692,0.72,2.1,2.3,0.938,0.9,2.1,3.0,1.4,0.4,0.6,0.7,2.1,7.3,95,22.3,0.796,0.48,0.64,7.3,16.9,12.3,14.7,1.5,3.6,13.5,16.9,0.4,0.1,0.5,0.261,2.8,1.2,4.0,0.1,34,C,7-1,240.0,"August 25, 1998",us US,1,Virginia,2.566,6280487,0
Caris LeVert,18796296,SG,28,CLE,74,30,30.2,4.3,10.0,0.431,1.7,4.4,0.392,2.6,5.6,0.462,0.517,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3,12.1,2237,12.4,0.546,0.437,0.243,2.8,12.1,7.4,18.0,1.6,1.0,12.4,18.7,1.4,3.1,4.4,0.095,-1.0,0.8,-0.2,1.0,3,SG,6-6,205.0,"August 25, 1994",us US,6,Michigan,1.512,2048449,0
Neemias Queta,508891,C,23,SAC,5,0,5.8,1.2,1.8,0.667,0.0,0.0,,1.2,1.8,0.667,0.667,0.0,0.4,0.0,1.0,1.2,2.2,0.2,0.0,0.4,0.2,1.4,2.4,29,17.0,0.607,0.0,0.222,19.8,23.5,21.7,5.0,0.0,6.0,9.2,16.1,0.1,0.0,0.1,0.149,-2.6,-0.8,-3.4,0.0,88,C,7-0,245.0,"July 13, 1999",pt PT,1,Utah State University,1.459,2363730,0
Gary Harris,13000000,SG,28,ORL,48,42,24.7,2.9,6.4,0.45,2.0,4.5,0.431,0.9,1.9,0.494,0.603,0.6,0.6,0.9,0.4,1.6,2.0,1.2,0.9,0.3,0.6,1.9,8.3,1184,10.5,0.62,0.71,0.098,2.0,7.4,4.7,6.9,1.8,1.0,8.0,12.6,1.3,1.1,2.3,0.095,-1.4,0.7,-0.7,0.4,14,SG,6-4,210.0,"September 14, 1994",us US,8,Michigan State,1.731,2608147,0
Dalano Banton,1563518,PG,23,TOR,31,2,9.0,1.8,4.2,0.423,0.5,1.6,0.294,1.3,2.5,0.506,0.481,0.5,0.8,0.708,0.4,1.1,1.5,1.2,0.4,0.4,0.6,1.1,4.6,279,14.9,0.505,0.392,0.185,4.2,14.9,9.1,19.3,2.3,4.5,11.4,24.2,0.0,0.4,0.4,0.064,-1.1,0.6,-0.5,0.1,45,PG,6-9,204.0,"November 7, 1999",ca CA,1,Nebraska,2.246,5928040,0
Keegan Murray,8008440,SF,22,SAC,80,78,29.8,4.4,9.8,0.453,2.6,6.3,0.411,1.9,3.5,0.527,0.584,0.8,1.0,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.2,2382,12.3,0.597,0.641,0.104,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,2.6,1.7,4.3,0.087,0.4,-1.0,-0.6,0.8,13,SF,6-8,215.0,"August 19, 2000",us US,R,Iowa,1.459,2363730,0
Braxton Key,201802,SF,25,DET,3,0,3.0,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.7,0.7,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,9,18.6,1.064,0.0,2.0,0.0,12.7,6.2,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.242,2.1,0.8,2.9,0.0,8,SF,6-8,230.0,"February 14, 1997",us US,1,"Alabama, Virginia",1.863,4319629,0
Blake Wesley,2385480,SG,19,SAS,37,1,18.1,1.9,5.8,0.321,0.5,1.4,0.385,1.3,4.4,0.301,0.367,0.7,1.2,0.591,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8,5.0,669,3.5,0.393,0.242,0.205,1.7,11.9,6.6,18.8,1.8,0.6,21.7,18.5,-1.9,0.3,-1.6,-0.114,-7.9,-1.8,-9.6,-1.3,14,SG,6-5,185.0,"March 16, 2003",us US,R,Notre Dame,1.031,2550960,0
Coby White,7413955,SG,22,CHI,74,2,23.4,3.6,8.0,0.443,1.7,4.6,0.372,1.8,3.4,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,1730,12.5,0.572,0.579,0.118,1.1,12.6,6.9,16.3,1.5,0.3,10.6,17.9,1.2,1.9,3.1,0.087,-1.0,0.2,-0.8,0.5,0,SG,6-5,195.0,"February 16, 2000",us US,3,UNC,3.472,9458539,0
Juan Toscano-Anderson,2133278,SF,29,LAL,52,9,13.5,1.2,2.8,0.448,0.2,0.8,0.186,1.1,1.9,0.56,0.476,0.4,0.5,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3.0,700,7.2,0.505,0.301,0.168,4.4,14.4,9.5,11.8,1.1,1.2,18.1,11.3,-0.1,0.6,0.5,0.038,-4.6,0.8,-3.8,-0.3,95,SF,6-6,209.0,"April 10, 1993",us US,3,Marquette,5.735,13214799,0
DeAndre Jordan,10733758,C,34,DEN,39,8,15.0,2.3,2.9,0.765,0.0,0.0,1.0,2.2,2.9,0.763,0.77,0.6,1.2,0.458,1.3,3.8,5.2,0.9,0.3,0.6,1.2,1.8,5.1,586,14.7,0.731,0.009,0.417,10.5,28.6,19.8,7.7,1.0,3.5,26.1,13.7,0.5,0.9,1.4,0.112,-2.4,0.7,-1.8,0.0,6,C,6-11,265.0,"July 21, 1988",us US,14,Texas A&M,1.798,2932415,0
Dalen Terry,3191400,SG,20,CHI,38,0,5.6,0.8,1.9,0.444,0.2,0.7,0.259,0.7,1.2,0.556,0.493,0.4,0.6,0.667,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,214,14.1,0.523,0.375,0.292,6.5,13.0,9.8,14.1,2.5,2.3,9.0,18.4,0.1,0.3,0.5,0.105,-1.7,1.7,0.0,0.1,25,SG,6-7,195.0,"July 12, 2002",us US,R,Arizona,3.472,9458539,0
James Harden,33000000,PG,33,PHI,58,58,36.8,6.4,14.5,0.441,2.8,7.2,0.385,3.6,7.3,0.495,0.536,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21.0,2135,21.6,0.607,0.496,0.429,2.3,17.1,9.8,43.3,1.6,1.4,16.3,25.0,5.8,2.6,8.4,0.188,5.1,0.3,5.4,4.0,1,PG,6-5,220.0,"August 26, 1989",us US,13,Arizona State,2.997,6102434,0
Jalen Smith,4670160,C,22,IND,68,31,18.8,3.6,7.5,0.476,0.8,2.8,0.283,2.8,4.7,0.593,0.53,1.5,2.0,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4,1279,15.9,0.565,0.376,0.27,11.2,22.9,17.1,7.6,0.8,4.0,11.2,21.0,1.1,1.1,2.3,0.085,-0.9,-1.1,-2.1,0.0,25,C,6-10,215.0,"March 16, 2000",us US,2,Maryland,1.183,2074537,0
Kevin Knox,3000000,SF-PF,23,DET,63,5,15.1,2.4,5.3,0.458,1.0,3.0,0.349,1.4,2.3,0.596,0.556,0.7,1.0,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5,6.6,952,11.1,0.579,0.56,0.181,3.9,17.3,10.5,5.2,1.2,1.1,12.2,18.4,0.2,0.5,0.7,0.034,-2.1,-1.4,-3.5,-0.4,20,SF,6-7,215.0,"August 11, 1999",us US,4,Kentucky,1.863,4319629,0
Johnny Juzang,508891,SG,21,UTA,18,0,12.9,1.9,5.8,0.337,0.8,3.5,0.238,1.1,2.3,0.488,0.409,0.1,0.2,0.5,0.4,1.7,2.2,0.4,0.2,0.2,0.2,0.7,4.8,232,6.5,0.411,0.606,0.038,3.8,14.3,9.1,4.7,0.8,1.1,2.8,19.6,-0.3,0.1,-0.2,-0.032,-4.3,-2.2,-6.5,-0.3,33,SG,6-7,215.0,"March 17, 2001",us US,R,"Kentucky, UCLA",1.1,1232696,0
Tyrese Martin,1017781,SG,23,ATL,16,0,4.1,0.6,1.4,0.391,0.1,0.4,0.143,0.5,1.0,0.5,0.413,0.1,0.1,1.0,0.3,0.4,0.8,0.1,0.1,0.0,0.1,0.1,1.3,66,7.7,0.44,0.304,0.087,8.2,11.7,10.0,3.9,0.7,0.0,7.7,16.5,0.0,0.0,0.0,-0.01,-4.2,-3.1,-7.4,-0.1,22,SG,6-6,215.0,"March 7, 1999",us US,R,"Rhode Island, UConn",2.649,6020364,0
Paolo Banchero,11055120,PF,20,ORL,72,72,33.8,6.7,15.6,0.427,1.2,4.0,0.298,5.5,11.6,0.471,0.465,5.5,7.4,0.738,1.2,5.7,6.9,3.7,0.8,0.5,2.8,2.2,20.0,2430,14.9,0.529,0.254,0.476,3.9,19.3,11.6,17.2,1.2,1.5,12.8,27.5,-0.3,2.6,2.4,0.047,-0.7,-0.7,-1.5,0.3,5,PF,6-10,250.0,"November 12, 2002",us US,R,Duke,1.731,2608147,0
JD Davison,508891,SG,20,BOS,12,0,5.5,0.7,1.6,0.421,0.2,0.6,0.286,0.5,1.0,0.5,0.474,0.1,0.2,0.5,0.2,0.6,0.8,0.9,0.2,0.2,0.3,0.4,1.6,66,10.1,0.478,0.368,0.105,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8,0.0,0.1,0.1,0.059,-4.5,0.4,-4.2,0.0,20,SG,6-1,195.0,"October 3, 2002",us US,R,Alabama,2.49,4873019,0
James Bouknight,4362240,SG,22,CHO,34,0,15.1,2.0,5.7,0.358,1.0,3.2,0.303,1.1,2.5,0.429,0.443,0.6,0.9,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,1.4,5.6,515,6.2,0.463,0.565,0.155,1.6,13.5,7.5,11.1,1.3,0.8,13.4,19.5,-0.8,0.4,-0.4,-0.04,-5.4,-1.1,-6.5,-0.6,2,SG,6-5,190.0,"September 18, 2000",us US,1,UConn,1.291,2636883,0
Darius Garland,8920794,PG,23,CLE,69,69,35.5,7.6,16.4,0.462,2.4,6.0,0.41,5.1,10.4,0.492,0.537,4.0,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1,21.6,2447,18.8,0.587,0.365,0.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,4.5,3.0,7.6,0.148,3.2,-0.7,2.4,2.7,10,PG,6-1,192.0,"January 26, 2000",us US,3,Vanderbilt,1.512,2048449,0
Derrick White,17142857,SG,28,BOS,82,70,28.3,4.3,9.2,0.462,1.8,4.8,0.381,2.5,4.5,0.548,0.56,2.0,2.3,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,2319,15.4,0.604,0.516,0.253,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,4.4,3.1,7.4,0.154,1.1,1.3,2.4,2.6,9,SG,6-4,190.0,"July 2, 1994",us US,5,"Colorado-Colorado Springs, Colorado",2.49,4873019,0
Ryan Rollins,1017781,PG,20,GSW,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1.0,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9,62,-1.4,0.508,0.45,0.3,5.4,15.7,10.6,12.4,0.8,1.4,41.4,26.1,-0.3,0.1,-0.3,-0.218,-11.3,-3.7,-15.0,-0.2,2,PG,6-4,180.0,"July 3, 2002",us US,R,Toledo,2.653,4731803,0
Bobby Portis,10843350,PF,27,MIL,70,22,26.0,5.7,11.5,0.496,1.4,3.7,0.37,4.3,7.8,0.555,0.555,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6,14.1,1818,17.8,0.575,0.32,0.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,2.5,2.8,5.3,0.139,1.2,-0.6,0.7,1.2,9,PF,6-10,250.0,"February 10, 1995",us US,7,Arkansas,0.922,1575179,0
Jamaree Bouyea,116986,PG,23,MIA,5,0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1.0,1.2,0.8,0.8,0.4,0.8,1.2,3.0,71,6.5,0.504,0.429,0.143,1.6,8.4,4.9,7.8,2.8,2.9,21.2,11.8,-0.1,0.1,0.0,0.013,-5.8,1.6,-4.2,0.0,11,PG,6-2,180.0,"June 27, 1999",us US,R,San Francisco,1.693,6166488,0
Steven Adams,17926829,C,29,MEM,42,42,27.0,3.7,6.3,0.597,0.0,0.0,0.0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,1133,17.5,0.564,0.004,0.49,20.1,25.3,22.7,11.2,1.5,3.7,19.8,14.6,1.3,2.1,3.4,0.144,-0.3,0.9,0.6,0.7,4,C,6-11,265.0,"July 20, 1993",nz NZ,9,Pitt,0.62,1346045,0
Jayson Tatum,30351780,SF,24,BOS,74,74,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,0.543,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,2732,23.7,0.607,0.44,0.399,3.2,22.5,13.0,20.9,1.4,1.6,10.4,32.7,6.2,4.3,10.5,0.185,4.8,0.7,5.5,5.1,0,SF,6-8,210.0,"March 3, 1998",us US,5,Duke,2.49,4873019,1
Aaron Holiday,1968175,PG,26,ATL,63,6,13.4,1.5,3.5,0.418,0.6,1.4,0.409,0.9,2.1,0.424,0.5,0.4,0.5,0.844,0.4,0.8,1.2,1.4,0.6,0.2,0.6,1.3,3.9,845,9.4,0.528,0.4,0.145,3.2,6.4,4.8,13.0,2.1,1.2,13.3,13.4,0.3,0.6,0.9,0.053,-2.9,0.9,-2.0,0.0,3,PG,6-0,185.0,"September 30, 1996",us US,4,UCLA,2.649,6020364,0
Simone Fontecchio,3205128,SF,27,UTA,52,6,14.7,2.2,6.0,0.369,1.2,3.7,0.33,1.0,2.3,0.43,0.47,0.7,0.8,0.795,0.6,1.1,1.7,0.8,0.3,0.2,0.8,1.2,6.3,766,8.0,0.495,0.612,0.141,4.4,7.7,6.1,7.5,0.9,0.9,10.5,20.2,-0.4,0.3,-0.1,-0.004,-3.0,-2.1,-5.2,-0.6,16,SF,6-8,209.0,"December 9, 1995",it IT,R,,1.1,1232696,0
Taj Gibson,2905851,C,37,WAS,49,2,9.8,1.3,2.6,0.52,0.2,0.5,0.333,1.2,2.1,0.564,0.552,0.6,0.9,0.714,0.7,1.2,1.9,0.7,0.3,0.2,0.5,1.7,3.4,480,11.4,0.585,0.192,0.336,7.7,13.6,10.8,9.6,1.5,2.1,15.3,15.3,0.4,0.5,0.8,0.082,-3.6,0.5,-3.2,-0.1,67,C,6-9,232.0,"June 24, 1985",us US,13,USC,2.566,6280487,0
Jabari Walker,1017781,SF,20,POR,56,0,11.1,1.5,3.5,0.419,0.3,1.0,0.286,1.2,2.5,0.472,0.46,0.6,0.8,0.756,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,619,9.6,0.496,0.283,0.227,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3,-0.1,0.3,0.2,0.015,-3.9,-2.1,-6.1,-0.6,34,SF,6-9,215.0,"July 30, 2002",us US,R,Colorado,1.315,2492412,0
Chimezie Metu,1910860,PF,25,SAC,66,0,10.4,2.0,3.3,0.589,0.1,0.6,0.237,1.8,2.7,0.663,0.61,0.8,1.1,0.74,0.7,2.3,3.0,0.6,0.3,0.3,0.5,1.2,4.9,689,17.3,0.639,0.174,0.333,7.8,24.9,16.4,8.1,1.5,2.7,11.3,17.6,1.2,0.8,2.1,0.143,-0.3,0.2,-0.1,0.3,7,PF,6-9,225.0,"March 22, 1997",us US,4,USC,1.459,2363730,0
Zion Williamson,13534817,PF,22,NOP,29,29,33.0,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0,956,25.2,0.652,0.041,0.529,6.9,17.0,12.0,24.4,1.6,1.6,14.6,30.4,2.3,1.2,3.6,0.18,4.8,1.0,5.8,1.9,1,PF,6-6,284.0,"July 6, 2000",us US,2,Duke,0.664,1270530,1
Landry Shamet,9500000,SG,25,PHO,40,9,20.2,2.8,7.5,0.377,1.9,5.0,0.377,1.0,2.5,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,807,10.9,0.537,0.663,0.17,1.5,7.9,4.6,15.7,1.6,0.6,10.0,18.9,0.5,0.7,1.2,0.071,-1.1,-0.3,-1.4,0.1,14,SG,6-4,190.0,"March 13, 1997",us US,4,Wichita State,2.158,4948203,0
Ricky Rubio,5853659,PG,32,CLE,33,2,17.2,1.8,5.4,0.343,0.6,2.5,0.256,1.2,2.9,0.417,0.402,0.8,1.1,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,566,10.4,0.442,0.461,0.197,1.9,12.7,7.3,27.1,2.3,1.0,13.8,17.7,-0.2,0.9,0.7,0.062,-3.8,1.1,-2.8,-0.1,13,PG,6-2,190.0,"October 21, 1990",es ES,11,,1.512,2048449,0
